valor_aluguel,area_m2,ano_construcao,codigo_localidade,numero_banheiros,numero_cozinhas,codigo_bairro
314.35898,39,1957,1,0,0,623
332.05127,104,1918,1,0,0,623
550.87177,78,1918,1,0,0,622
705.2821,96,1918,1,0,0,623
519.7436,82,1918,1,0,0,623
388.35898,64,1966,2,0,0,711
395.53845,69,1973,2,1,0,711
244.76923,48,1965,1,0,0,2131
291.02563,50,1924,1,0,0,2222
501.3846,59,1987,1,0,0,2213
459.7436,67,1984,1,0,0,714
468.71796,89,1971,1,0,0,713
386.15384,82,1960,1,0,0,612
412.46152,55,1969,1,0,0,612
424.8718,83,1970,1,0,0,713
246.05127,59,1939,1,0,0,734
683.53845,101,1979,1,0,0,2024
402.97437,55,1969,1,0,0,713
483.3846,77,1975,1,1,0,713
400.41025,50,1959,1,0,0,713
204.05128,57,1918,1,0,0,612
541.53845,62,1962,1,0,0,713
746.05133,89,1981,2,0,0,1935
880.61536,87,1984,2,1,1,1646
604.2564,60,1963,2,0,0,563
374.10257,35,1970,1,0,0,1713
134.35898,36,1931,1,0,0,713
635.5385,65,1929,1,0,0,252
763.02563,77,1918,2,0,0,813
451.79486,39,1985,2,0,0,332
670.8205,83,1985,1,0,0,252
916.71796,108,1918,1,0,0,261
215.23077,31,1918,1,0,0,822
559.8461,100,1961,1,0,0,963
724.5128,80,1957,2,0,0,350
439.79486,68,1956,1,0,0,1121
494.20514,75,1957,2,0,0,412
434.41025,58,1953,2,0,0,425
358.76923,55,1997,1,0,0,2142
204.20514,42,1939,1,0,1,2221
443.1795,84,1973,1,0,0,1122
271.1282,78,1957,2,0,0,350
581.1795,80,1957,2,0,0,350
294.0513,58,1957,2,0,0,943
407.89746,71,1959,1,0,0,951
534.3077,50,1969,1,0,1,2523
369.23077,58,1918,1,0,0,822
645.5898,59,1939,3,0,0,925
355.28204,55,1918,1,0,0,2134
707.12823,82,1959,1,0,0,927
344.76923,52,1959,1,0,1,1132
366,60,1957,2,0,0,941
279.84616,62,1918,2,0,0,231
632.46155,86,1980,2,0,0,531
660.1539,70,1984,1,0,0,1312
244,54,1966,2,0,1,1334
177.64102,53,1957,1,0,0,1281
939.28204,133,1961,3,0,0,1372
548.5128,75,1972,1,0,0,1942
245.28204,65,1954,2,0,0,1853
184.76923,51,1918,2,0,0,916
271.0769,74,1939,1,0,0,916
375.53845,86,1939,1,0,0,916
495.28204,99,1962,1,0,0,951
445.58975,100,1918,2,0,0,961
343.23077,33,1972,1,0,0,2522
494.82053,83,1957,1,0,0,1644
237.58974,52,1924,1,0,0,1124
453.58975,108,1955,1,0,0,1112
319.4359,41,1982,2,0,0,411
514.10254,115,1918,2,0,0,411
988.97437,99,1991,1,1,0,1321
453.94873,65,1918,2,0,0,242
712,87,1981,1,1,0,1361
597.3334,66,1964,1,0,0,1342
335.79486,30,1959,2,0,0,360
625.7949,60,1987,2,0,1,1534
282.56412,52,1918,1,0,0,1401
210.61539,47,1957,1,0,0,1404
594.7179,56,1984,2,1,1,1543
682.20514,80,1980,2,1,0,1544
498.15387,70,1965,2,0,0,1243
505.02563,56,1984,1,0,0,1132
1256.5128,93,1939,2,0,0,426
231.28206,54,1959,1,0,1,1132
256.6154,65,1957,1,0,0,1132
387.7436,70,1957,1,0,0,422
440.66666,80,1972,1,0,0,1011
589.38464,110,1929,1,0,0,1011
677.89746,84,1957,2,1,0,1243
203.94873,47,1938,2,0,0,411
322.82053,24,1983,2,0,0,426
183.58974,57,1956,2,0,0,1242
146.8718,34,1924,1,0,0,1236
391.43588,85,1963,2,0,0,411
377.3333,64,1957,2,0,0,2527
479.64102,85,1967,1,0,0,2524
393.53848,79,1956,1,0,0,2524
266.8718,47,1972,1,0,0,1932
637.4872,97,1971,1,0,0,1012
582.92303,61,1970,1,0,0,1013
594.4102,60,1939,1,0,0,261
463.02567,50,1967,2,0,0,2523
444.41025,93,1953,1,0,0,1921
856.05133,80,1939,2,0,0,1244
445.02563,87,1972,1,0,0,1321
558.97437,105,1929,1,0,0,541
281.3846,54,1929,2,0,0,390
857.8462,90,1996,1,0,0,552
366.5641,45,1929,1,0,0,563
278.10257,56,1932,1,0,0,1812
271.28204,45,1939,1,0,0,1841
463.69232,66,1954,1,0,0,1821
464.0513,52,1918,1,0,0,1811
412.41025,69,1918,1,0,0,1711
1022.4102,62,1984,2,1,0,1852
423.48718,70,1918,2,0,0,360
381.9487,54,1957,2,0,0,360
526.9231,56,1929,2,0,0,360
956.8718,100,1929,2,0,0,414
282.56412,76,1963,1,0,0,1134
501.02563,51,1972,1,0,0,422
320.5641,34,1952,1,0,0,1236
495.33334,50,1962,2,0,0,411
604.7692,61,1957,2,0,0,413
754.9743,88,1983,1,0,0,2024
362.10254,57,1924,1,0,0,1924
263.7436,74,1918,1,0,0,1812
701.8974,90,1924,2,0,0,1832
642.71796,110,1962,2,0,0,413
422.56412,50,1986,2,0,0,1545
491.64102,79,1955,2,0,0,2525
816,85,1930,2,0,0,926
269.94873,63,1929,2,0,0,942
350.20514,85,1918,1,0,0,242
904.5641,87,1924,3,0,0,925
296,40,1973,1,0,0,2222
356.92307,24,1971,1,0,0,961
407.0769,67,1957,2,0,0,233
233.48717,72,1968,1,0,0,2222
429.79486,70,1918,2,0,0,210
272.97437,80,1957,1,0,0,962
1234.7179,132,1939,2,0,1,961
283.1795,92,1918,1,0,0,914
428,102,1930,1,0,0,916
332.8718,45,1929,1,1,0,915
346.8718,86,1929,2,0,0,961
336.8718,25,1965,1,0,0,961
465.17947,73,1962,2,0,0,2131
379.94873,66,1959,1,1,0,1132
580.46155,62,1963,1,0,0,1132
324.6154,29,1961,1,0,0,1132
186.82051,69,1939,2,0,0,425
250.10257,62,1929,1,0,0,1132
624.1538,93,1955,1,0,0,422
579.7436,74,1938,2,0,0,1241
551.9487,53,1996,1,0,1,624
383.7949,34,1991,1,0,0,611
219.64102,60,1956,1,0,0,711
322.41025,103,1929,1,0,0,816
509.58975,60,1962,1,0,0,723
599.02563,56,1918,1,0,0,332
243.28204,28,1918,2,0,0,813
515.07697,90,1918,2,0,0,233
245.38461,30,1957,1,0,0,251
436.35898,91,1918,1,0,0,612
331.64102,80,1971,1,0,0,1012
270,73,1954,2,0,0,425
529.79486,95,1971,1,0,0,1012
528.9231,87,1971,1,0,0,1012
256.8718,60,1965,1,0,0,1957
216,60,1918,2,0,0,943
158.5641,52,1986,2,0,0,941
252.20512,62,1918,1,0,0,814
381.3333,75,1918,2,0,0,563
188.35896,38,1918,1,0,0,1711
299.69232,60,1957,1,0,0,552
570.71796,91,1970,1,0,0,1723
304.92307,52,1968,1,0,0,1641
649.8461,69,1972,1,0,0,963
262.56412,34,1960,1,0,0,1363
833.1282,74,1924,2,0,0,711
397.48715,73,1967,1,0,0,2524
278.71796,52,1918,2,0,0,543
535.1795,65,1918,1,0,0,543
844.3077,91,1918,2,0,0,531
593.7436,67,1958,2,0,0,543
275.6923,81,1918,2,0,0,541
412.71796,29,1957,2,0,0,210
315.28204,38,1965,1,0,0,1123
512.4103,47,1994,1,0,0,1516
657.4359,77,1981,2,1,0,1532
258.15384,56,1918,2,0,0,1634
541.3846,51,1982,1,0,0,1646
575.07697,68,1983,1,0,0,1643
402.15384,83,1960,1,0,0,1812
500.97437,77,1964,1,0,0,1833
1232.2052,124,1997,2,0,0,231
339.89743,70,1918,2,0,0,914
449.69232,96,1941,1,0,0,1375
331.48718,37,1957,1,0,0,1025
645.5385,72,1970,2,0,0,2315
678.1026,125,1991,2,0,0,930
379.84616,83,1929,1,0,0,1011
721.9487,141,1929,1,0,0,1011
551.28204,66,1972,1,0,0,963
878.3077,93,1972,1,1,0,711
223.48717,29,1969,2,0,0,563
557.9487,64,1929,1,0,0,1812
451.02563,80,1962,1,0,0,963
392.05127,43,1957,1,0,0,2027
720.46155,106,1972,2,1,0,733
595.12823,86,1968,1,0,0,1942
333.1282,73,1968,1,0,0,1921
382.15384,45,1992,1,0,0,734
398.35898,84,1939,1,0,0,734
479.53845,88,1968,1,0,0,1942
354.3077,39,1974,1,0,0,1922
283.84616,40,1957,1,0,0,1922
350.8205,40,1968,1,0,0,1942
472.6154,97,1972,1,0,0,723
725.12823,87,1963,2,0,1,1931
385.48718,65,1965,2,0,0,1933
460.30768,65,1963,1,0,0,1342
580.7692,62,1957,1,0,0,1404
588.5128,69,1918,3,0,0,1335
340.35898,36,1969,1,0,0,1402
384.0513,61,1960,1,0,0,1363
380.05127,38,1994,1,0,0,1342
397.7436,44,1991,1,0,0,712
505.23077,62,1985,1,0,0,2134
338.0513,80,1974,1,0,0,2033
365.23077,76,1918,1,0,0,612
509.94873,74,1957,2,0,0,350
404.3077,94,1918,2,0,0,1261
472.56412,70,1957,2,0,0,415
256.92307,37,1957,2,0,0,1243
156,81,1972,2,0,0,413
331.02563,37,1972,2,0,0,426
512.97437,65,1956,2,0,0,350
558.1539,93,1918,2,0,0,414
293.48718,30,1971,2,0,0,426
794.1538,68,1957,2,0,1,563
261.64102,63,1918,2,0,0,563
415.6923,38,1929,1,0,0,563
513.8974,67,1972,1,1,0,422
365.79486,62,1957,2,0,0,350
373.1795,78,1957,1,0,0,422
515.53845,104,1957,2,0,0,413
512.20514,59,1986,1,0,0,1014
610.10254,101,1971,1,0,0,1012
568.6154,65,1972,1,0,1,2513
487.0769,102,1924,1,0,0,1011
187.33333,43,1957,2,0,0,964
298.15387,45,1974,3,0,0,1955
321.02563,49,1965,1,0,0,1934
259.6923,56,1982,1,0,0,1121
455.43588,108,1955,1,1,0,1111
306.2564,40,1935,1,0,0,1132
221.89745,68,1957,1,0,0,1241
727.1795,103,1982,1,1,1,422
394.76923,73,1954,2,0,0,2526
335.89743,75,1957,2,0,0,2123
588.71796,68,1957,2,0,0,2012
687.1795,68,1995,2,0,0,711
231.33334,60,1957,1,0,1,711
300.66666,48,1965,1,0,0,1957
474.35898,52,1972,1,0,0,1957
945.8462,98,1973,3,0,0,1955
309.07693,47,1972,1,0,0,1957
320.2564,76,1929,1,0,0,624
314.20514,49,1972,1,0,0,1934
511.23077,54,1969,1,0,0,1112
536.6154,60,1972,2,0,0,1235
598.20514,68,1991,2,1,0,390
378.0513,31,1972,1,0,0,422
229.23077,47,1924,2,0,0,1242
676.56415,81,1969,2,0,0,1333
557.07697,68,1939,3,0,0,964
514.46155,46,1969,1,0,0,422
446.97433,78,1957,2,0,0,350
457.48715,87,1963,1,0,0,1123
418.9231,107,1929,2,0,0,1243
523.1795,78,1961,1,0,0,1132
632.3077,85,1965,2,0,0,1241
345.23077,76,1987,1,0,0,952
282.56412,31,1983,1,0,0,2221
761.6923,90,1957,2,0,0,913
332.8718,55,1970,1,0,0,624
419.48718,108,1939,2,0,0,231
637.79486,90,1918,1,0,0,543
365.3846,58,1918,1,0,0,532
388.2564,70,1929,2,0,0,232
257.7436,39,1970,1,0,0,724
616.30774,63,1992,1,0,1,622
268.15387,48,1918,1,0,0,521
335.07693,70,1918,2,0,1,232
542.1538,61,1918,2,0,0,543
1459.2307,154,1994,1,0,1,1342
333.4359,118,1918,1,0,0,1375
380.76923,74,1918,2,0,0,531
342.82053,55,1934,2,0,0,1615
358.41028,55,1962,1,0,0,1404
637.2308,81,1969,1,0,0,1641
759.0769,78,1929,1,0,0,261
790.9231,92,1918,2,0,0,813
448.3077,83,1972,1,0,0,2134
271.1282,79,1929,1,0,0,2513
408.6154,84,1962,2,0,0,2524
397.1282,100,1918,2,0,0,531
434.41025,76,1954,2,0,0,113
278.82053,45,1918,2,0,0,383
1181.5898,105,1918,2,1,0,153
459.64102,52,1918,1,0,1,163
512.5641,38,1989,2,0,0,113
524.0513,60,1981,2,0,0,163
589.2308,115,1918,2,0,0,153
707.4359,114,1918,1,0,0,163
484.92307,45,1983,2,0,0,531
348.76923,79,1957,1,0,0,422
197.79488,45,1958,1,0,0,1132
167.23077,75,1978,1,0,0,1132
530.46155,79,1962,1,0,0,1133
314.46155,72,1972,1,0,0,1123
188.41025,28,1957,1,0,0,1712
542.7692,83,1937,2,0,0,1854
461.02563,84,1939,1,1,0,1714
465.89743,35,1986,1,0,0,1636
431.1282,48,1960,1,0,0,1713
612.2564,93,1941,1,0,0,734
610.8205,60,1972,1,0,0,2024
285.02563,64,1965,1,0,0,1944
310.51282,54,1975,1,0,0,2024
566.7692,58,1972,1,0,0,2421
317.48715,63,1939,1,0,0,1375
487.23074,79,1956,1,0,0,1832
277.02563,48,1960,1,0,0,1363
417.89746,65,1967,1,0,0,822
663.3846,75,1918,2,0,0,944
365.7436,38,1959,1,0,0,951
285.3846,34,1918,2,0,0,943
182.71794,40,1918,1,0,0,962
425.23077,59,1918,1,0,1,816
449.48718,65,1960,1,0,0,951
339.23077,56,1967,1,0,0,1406
839.5897,89,1983,2,0,0,413
361.02563,109,1929,2,0,0,914
348.0513,100,1939,1,0,0,522
547.02563,76,1929,1,1,0,1812
268.6667,32,1967,1,0,0,1812
818.9231,98,1955,1,0,0,927
545.8462,104,1929,3,0,0,912
656.8718,110,1918,3,0,0,925
227.07692,47,1924,1,0,0,916
998.46155,136,1918,2,0,0,412
458.51282,66,1964,1,0,0,1132
531.3846,72,1954,2,0,0,961
330.6154,90,1918,2,0,0,411
339.7436,43,1965,2,0,0,1241
315.28204,32,1957,2,0,0,1243
338.46155,35,1994,1,0,0,1924
583.2308,70,1987,1,0,0,1515
584.8205,94,1918,2,1,0,543
502.71796,60,1929,1,0,0,624
496.92307,70,1918,2,0,0,532
504.10257,87,1918,2,0,0,413
284.41025,79,1972,1,0,0,1321
396.05127,67,1985,2,0,0,1346
356.6154,36,1959,2,0,0,232
319.28204,72,1953,2,0,0,522
502.15384,68,1979,1,0,0,1611
390.35898,55,1929,1,0,0,1514
344,58,1957,1,0,0,1641
799.4872,75,1935,1,0,0,1402
418.76923,84,1918,2,0,0,532
407.69232,56,1971,1,0,0,1402
651.8461,73,1971,1,0,0,1642
569.2308,58,1984,1,0,0,1401
334.41025,38,1972,1,0,1,422
237.94872,72,1957,2,0,0,350
297.69232,69,1957,2,0,0,381
411.48718,92,1957,1,0,0,152
578.7692,78,1957,2,0,0,152
501.64102,73,1957,2,0,0,153
512.71796,87,1971,1,0,0,1012
304.10257,55,1936,1,0,0,2524
311.7436,74,1955,1,0,0,963
437.17947,92,1972,1,0,0,2514
387.1282,43,1939,2,0,0,411
423.89743,66,1918,1,0,0,261
501.9487,106,1918,2,0,0,941
465.53845,84,1962,1,0,0,951
578.359,114,1929,1,0,0,914
349.33334,79,1972,1,0,0,2514
365.53845,38,1988,1,0,0,2524
202,42,1952,1,0,0,623
218.3077,59,1918,1,0,0,623
323.1795,93,1939,1,0,0,611
478.82053,44,1939,1,0,0,623
314.0513,104,1918,1,0,0,623
370.71796,60,1957,1,0,0,624
455.79486,55,1918,1,0,0,623
571.6923,73,1961,1,0,0,611
157.74359,70,1931,1,0,0,623
255.58974,33,1972,1,0,0,723
519.79486,70,1964,2,0,0,712
344.92307,66,1965,2,0,0,611
339.84616,57,1964,2,0,0,711
239.28206,26,1962,1,0,0,2135
320.10257,35,1972,1,0,0,2131
300.97437,42,1957,1,0,0,1025
375.23077,55,1918,3,0,0,925
418,69,1965,1,0,0,1122
449.69232,88,1957,1,0,0,424
374.6154,55,1971,1,0,0,1025
397.64105,65,1960,1,0,0,1132
605.38464,78,1955,2,0,0,426
818.97437,80,1954,2,1,0,426
547.5898,108,1924,2,0,0,1243
306.2051,30,1972,2,0,0,2134
170.25641,43,1918,1,0,0,2526
209.1282,80,1929,1,0,0,2513
314,68,1918,1,0,0,1811
579.64105,90,1963,1,0,0,1811
808.3077,92,1966,1,0,0,1822
625.2821,98,1962,1,1,0,1812
517.0769,53,1983,3,0,0,1851
397.23074,59,1968,2,0,0,1852
366.30768,40,1958,1,0,0,1841
542.3077,65,1939,2,0,0,1831
591.2308,50,1990,2,0,0,1634
352.8718,43,1983,1,0,0,1646
357.28204,35,1970,1,0,0,2033
294.35898,37,1968,1,0,0,1404
487.69232,78,1968,1,0,0,1641
514.0513,117,1957,2,0,0,360
638.6154,110,1929,2,0,0,360
398.20514,48,1957,2,0,0,372
1180.5128,150,1918,2,1,0,372
291.58972,88,1929,1,0,0,822
344.0513,54,1956,1,0,0,2513
295.58975,53,1963,1,0,0,2522
440.71796,54,1967,2,0,0,2526
607.28204,73,1939,2,0,0,926
713.28204,83,1935,2,0,0,925
364.3077,38,1971,2,0,0,426
271.02563,69,1955,2,0,0,2523
322.10254,43,1956,2,0,0,1812
437.48715,52,1929,1,0,0,816
679.3333,70,1984,2,0,0,372
402.8718,93,1918,2,0,0,274
460.05127,54,1957,2,0,0,350
354.56412,88,1934,2,0,0,1372
817.2308,83,1986,2,0,1,2135
703.8974,72,1972,1,0,0,1114
278.6154,30,1973,1,0,0,2024
522.46155,72,1972,2,1,0,1333
784.7692,73,1972,2,0,0,2033
780.5128,110,1983,2,0,0,532
295.1282,33,1962,1,0,0,1122
548.3077,58,1962,1,0,0,1122
597.4872,80,1972,2,0,0,350
331.17947,71,1972,1,0,0,1132
213.23076,76,1918,2,0,0,561
279.33334,40,1962,1,0,0,2513
277.48715,30,1958,2,0,0,2525
379.58975,32,1972,1,0,0,1942
364.0513,49,1994,2,0,0,1934
533.28204,84,1970,1,0,0,1363
460.51282,55,1962,1,0,0,1406
329.79486,23,1973,1,0,0,1401
312.41025,52,1968,1,0,0,1641
514.3077,105,1918,1,0,0,252
629.38464,147,1918,1,0,0,623
659.28204,115,1929,2,0,0,913
641.5897,84,1986,1,0,0,611
475.07693,56,1973,1,0,1,711
391.28204,54,1962,2,0,0,724
189.07693,78,1939,1,0,0,611
258.2564,47,1959,1,0,0,723
351.43588,70,1957,2,0,0,1615
320.46155,55,1962,1,0,0,1406
292.15384,53,1968,1,0,0,1641
805.8462,97,1994,1,0,0,1406
415.17947,80,1963,1,0,0,1402
344.97437,60,1983,1,0,0,1644
406.2564,65,1963,2,0,0,563
448.46155,61,1954,1,0,0,1821
859.02563,75,1993,2,0,1,1407
420.20514,49,1983,2,0,0,1642
678.0513,65,1993,1,0,1,1312
444.97437,80,1973,1,0,0,2024
628.6154,52,1994,2,0,0,1653
398.71796,52,1957,2,0,0,415
346.05127,43,1955,2,0,0,414
447.43588,43,1971,2,0,0,415
462.76926,75,1957,2,0,0,415
911.2308,160,1918,2,0,0,1243
249.94872,38,1962,1,0,0,2522
407.94873,37,1959,2,0,0,350
498.35898,56,1918,2,0,0,1912
293.53848,64,1952,1,0,0,1921
482.10254,57,1986,1,0,0,2024
525.2308,80,1918,1,0,0,734
236.05127,60,1954,1,0,0,734
106.410255,30,1918,2,0,0,2025
622.10254,56,1973,2,0,0,734
556.7692,60,1983,1,0,0,1911
444.8718,70,1968,1,0,0,1942
345.33334,74,1968,1,0,0,1921
469.4359,43,1983,1,0,0,1924
544.61536,95,1964,1,0,0,1342
667.07697,54,1966,1,0,0,1541
530.61536,79,1972,2,0,0,2033
534.87177,108,1957,1,0,0,2121
372.97437,70,1929,1,0,0,1924
300.2564,32,1974,1,0,0,1921
441.23077,90,1961,1,0,0,432
201.23076,50,1918,1,0,0,611
865.38464,100,1968,3,0,0,1955
794.10254,100,1918,2,0,0,153
749.53845,98,1955,1,0,0,163
567.07697,94,1918,2,0,0,153
466.51282,68,1973,1,0,0,2221
683.8974,60,1994,1,0,0,2221
530.46155,84,1973,1,0,0,2221
414.35898,70,1971,1,1,0,2221
408.6667,75,1968,1,0,0,2221
259.89743,29,1967,1,0,0,711
521.0769,115,1918,1,0,0,624
152.35898,44,1924,1,0,0,2522
609.4872,56,1979,1,0,0,2024
416.41025,75,1957,1,0,0,623
744.35895,82,1977,2,0,0,415
195.17949,128,1918,2,0,0,414
503.1282,80,1960,1,0,0,1516
202.92308,41,1955,1,0,0,1363
274.41025,60,1939,2,0,0,541
190,54,1929,1,0,0,816
229.02565,31,1959,2,0,0,1243
495.58975,60,1918,1,0,0,822
641.53845,112,1918,2,1,0,1244
467.48715,69,1972,1,0,0,1133
378.71796,48,1953,1,0,0,1236
478.82053,136,1918,2,0,0,372
233.38461,30,1959,2,0,0,133
376.5641,80,1918,1,0,0,242
512.97437,65,1929,2,0,0,210
314.8718,75,1957,2,0,0,231
544.3077,62,1989,1,0,0,423
452.2564,51,1929,1,1,0,1833
499.7436,59,1918,1,0,1,563
204.66667,68,1957,1,0,0,1712
272.76926,47,1932,1,0,0,1812
640.5641,70,1961,1,0,0,2528
284.3077,33,1963,1,0,0,1621
522.6667,69,1967,1,0,0,1934
456.71793,58,1939,2,0,0,232
454.0513,56,1970,1,0,0,1812
439.3846,49,1918,1,0,0,1811
555.1795,117,1957,2,0,0,374
385.89743,93,1989,2,0,0,331
435.84616,58,1939,2,0,0,411
531.6923,65,1982,2,0,1,731
508.20514,67,1918,3,0,0,912
289.84616,36,1970,2,0,0,734
425.28204,51,1971,1,0,0,734
563.69226,72,1959,1,0,0,1833
306.66666,67,1962,2,0,0,1832
455.1282,38,1956,1,0,0,623
155.58974,56,1930,2,0,0,1615
303.89743,55,1918,2,0,0,242
133.38461,30,1918,2,0,0,561
632.87177,76,1918,1,0,0,543
995.4872,110,1929,2,0,0,232
280.30768,70,1918,2,0,0,372
595.38464,97,1973,1,0,0,2024
391.9487,80,1929,1,0,0,261
435.02563,60,1968,1,0,0,1112
472.97437,72,1965,1,0,0,1911
1517.9487,126,1996,2,1,0,1334
459.58975,65,1936,3,0,0,372
522.5641,75,1974,2,0,0,1533
441.23077,61,1967,1,0,0,1341
278.41028,48,1972,1,0,0,1345
616.05133,50,1989,1,0,0,1515
304.0513,28,1974,1,0,0,1512
402.35895,55,1939,1,0,0,1516
126,110,1918,2,0,0,210
746.82056,69,1997,1,0,0,1013
467.89746,83,1957,1,0,0,1025
522.0513,87,1971,1,0,0,1012
703.1282,120,1957,2,0,0,412
278.10257,50,1963,1,0,0,1122
276.15384,46,1957,2,0,0,413
362.05127,54,1957,1,0,0,1241
305.1282,40,1971,1,0,0,1012
597.28204,86,1972,2,0,0,425
367.1282,40,1964,1,0,0,424
250.3077,55,1939,2,0,1,425
218.46153,50,1957,2,0,0,350
504.71796,72,1959,1,0,0,422
237.07692,20,1967,1,0,0,822
54.923077,32,1961,1,0,0,2524
383.28207,84,1972,2,0,0,2522
1075.9487,114,1931,2,1,1,1853
751.9487,90,1971,1,0,0,1723
845.4872,71,1994,2,0,0,1651
595.89746,109,1918,2,0,0,151
305.9487,60,1929,2,0,0,383
282.10254,62,1918,1,0,0,2526
284.82053,49,1957,1,0,0,522
350.76923,64,1957,1,0,0,2523
515.6923,72,1965,1,1,0,2221
512.61536,74,1971,2,0,0,2529
376.97433,62,1994,1,0,0,2132
383.02567,44,1970,1,0,0,2134
289.64102,35,1966,2,0,0,2526
443.28207,73,1918,1,0,1,2131
314.66666,63,1939,2,0,0,2135
435.7436,68,1972,2,0,0,2135
595.4359,75,1918,2,0,0,2134
562.61536,60,1957,2,0,0,360
299.48718,25,1957,2,1,0,372
1135.8461,115,1968,3,1,0,925
256.41025,54,1950,2,0,0,926
551.3333,66,1957,1,0,0,2526
270.6154,52,1960,2,0,0,133
494.10257,50,1929,2,0,0,210
311.48718,64,1957,2,0,0,321
647.5898,78,1984,2,0,0,321
324.41025,30,1957,2,0,0,372
202.25641,36,1972,1,0,0,1342
774.2564,67,1993,1,0,1,1312
575.89746,62,1984,1,0,0,1712
467.58975,50,1982,2,0,0,1634
111.23077,63,1938,1,0,0,1622
481.3333,79,1968,1,0,0,1641
515.3334,60,1983,1,0,0,1611
444.56412,79,1918,2,0,0,1262
559.4359,130,1957,1,1,0,282
173.17949,43,1918,2,0,0,813
587.12823,87,1957,2,0,0,412
284.92307,60,1918,1,0,0,623
355.58975,87,1918,2,0,0,541
445.9487,84,1968,1,0,0,1342
399.7436,63,1994,1,0,0,1321
671.641,140,1918,2,0,0,521
497.48715,75,1957,2,0,0,372
173.1282,73,1953,2,0,0,360
368.51282,70,1957,2,0,0,360
601.1282,64,1960,2,0,0,943
446.15384,44,1973,1,0,0,711
430.41025,56,1918,2,0,0,423
442.9231,150,1954,2,0,0,381
445.53845,133,1918,2,1,0,152
697.28204,60,1918,2,0,0,413
495.28204,65,1960,2,0,0,411
269.33334,33,1994,1,0,0,2211
417.3333,84,1957,1,0,0,1371
440.30768,78,1929,1,0,0,1011
373.1282,98,1924,1,0,0,816
322.51285,49,1972,1,0,0,1934
823.94867,110,1979,1,0,0,1957
616.1026,52,1983,2,0,0,1927
815.7436,63,1991,1,0,0,623
593.79486,75,1957,1,0,0,822
151.07692,70,1957,2,0,0,350
398.41028,60,1957,2,0,0,350
605.7436,70,1929,1,0,0,822
365.33334,70,1918,1,0,0,252
691.2308,80,1957,2,0,0,1241
236.76924,58,1959,2,0,0,1242
462.2051,84,1957,1,0,0,1312
306.46152,88,1957,2,0,0,1242
673.641,90,1918,1,0,0,914
452.97437,84,1965,1,0,1,1635
476.71793,59,1984,1,0,0,1634
360.30768,53,1937,2,0,0,1243
348.8718,64,1960,1,0,0,1402
372.30768,58,1963,1,0,0,1025
443.69232,40,1957,1,0,0,1022
658.6667,79,1972,1,1,0,2322
381.17947,60,1937,1,0,0,2524
137.17949,36,1938,1,0,0,2222
500.92307,55,1971,2,0,0,1654
584.4102,58,1993,2,0,0,1853
396.2051,43,1983,1,0,0,1641
915.64105,92,1989,1,0,0,1313
414.97437,57,1972,1,1,0,1345
423.02567,75,1967,1,0,0,1342
506.66666,50,1969,1,0,0,1406
357.69232,70,1965,1,0,0,1833
375.3846,73,1994,1,0,0,2528
497.1282,61,1961,3,0,0,925
601.3333,105,1918,2,0,0,531
384.82053,65,1954,2,0,0,1372
544.5641,76,1955,1,0,0,1371
950.97437,87,1918,2,1,0,122
438.3077,105,1957,2,0,0,210
972.0513,86,1995,2,1,0,926
216.05127,52,1918,1,0,0,816
387.3846,44,1995,2,0,0,711
312.05127,33,1959,1,0,0,1822
175.64102,20,1956,1,0,0,1812
489.69232,50,1962,1,0,0,1712
430.92307,75,1968,2,0,0,922
380.6154,55,1957,2,0,0,943
451.53845,96,1969,2,0,0,951
137.02565,61,1929,1,0,0,1402
524.46155,84,1918,1,0,0,543
448.41028,47,1984,1,0,0,714
467.89746,61,1991,1,0,0,713
1216.718,110,1992,1,1,0,624
578.359,106,1970,1,1,0,713
258.41025,30,1971,1,0,0,713
244.46155,57,1924,1,0,0,713
421.79486,49,1950,1,0,0,612
329.69232,34,1972,2,0,0,1541
650.5641,80,1966,1,0,0,1345
644.8205,60,1991,2,0,0,1543
795.0257,78,1995,2,0,0,1544
426.8718,79,1972,1,0,0,1345
573.3333,64,1977,2,0,0,1931
555.4872,78,1973,2,0,0,1952
207.4359,32,1964,1,0,0,1833
376.2051,70,1968,1,0,0,1942
376.6154,58,1972,1,0,0,424
225.4359,32,1965,1,0,0,424
474.97437,53,1931,1,1,0,1236
283.1795,67,1939,2,0,0,1242
842.20514,104,1984,2,0,0,1235
408.8718,55,1918,1,0,0,1281
380.8205,63,1956,2,0,0,425
482.6154,35,1973,1,0,0,1133
237.74359,26,1973,2,0,0,734
439.33334,70,1963,1,0,0,1133
319.7436,58,1994,1,0,0,1213
292.56412,62,1960,1,0,0,1132
434.46155,59,1972,1,0,0,814
501.89743,53,1983,1,0,0,822
508.41028,68,1961,1,0,0,1133
495.53845,71,1967,1,0,0,1123
218.5641,23,1970,1,0,0,1123
577.1795,69,1975,1,0,0,1131
223.33333,47,1924,2,0,0,2135
529.4359,58,1985,1,0,1,2131
549.1795,139,1929,1,0,0,812
405.58975,57,1957,1,0,1,822
178.97437,69,1918,1,0,0,814
510,62,1974,2,0,0,1545
341.84613,34,1993,1,0,0,1541
446.97433,35,1979,1,0,0,1401
234.25641,27,1956,1,0,0,1363
494.20514,76,1965,1,0,0,713
