ID_Pedido,Data_Pedido,ID_Cliente,Segmento,Pais,Cidade,Estado,ID_Produto,Categoria,SubCategoria,Valor_Venda
CA-2017-109820,20/11/2017,AG-10390,Consumer,United States,Cincinnati,Ohio,OFF-PA-10000955,Office Supplies,Paper,15.696
CA-2017-109820,20/11/2017,AG-10390,Consumer,United States,Cincinnati,Ohio,OFF-BI-10003460,Office Supplies,Binders,2.628
CA-2017-109820,20/11/2017,AG-10390,Consumer,United States,Cincinnati,Ohio,OFF-BI-10000474,Office Supplies,Binders,14.427
CA-2017-113061,22/04/2017,EL-13735,Home Office,United States,Jefferson City,Missouri,FUR-FU-10003975,Furniture,Furnishings,86.62
CA-2016-127418,13/06/2016,JJ-15445,Consumer,United States,Los Angeles,California,OFF-BI-10003707,Office Supplies,Binders,36.624
CA-2018-121818,20/11/2018,JH-15430,Consumer,United States,Burlington,North Carolina,OFF-AR-10000203,Office Supplies,Art,23.968
CA-2018-121818,20/11/2018,JH-15430,Consumer,United States,Burlington,North Carolina,OFF-AR-10004790,Office Supplies,Art,28.728
CA-2017-127670,20/03/2017,RD-19660,Home Office,United States,Saint Peters,Missouri,FUR-TA-10001095,Furniture,Tables,697.16
CA-2017-102981,06/09/2017,MO-17500,Consumer,United States,New York City,New York,TEC-AC-10004761,Technology,Accessories,31.86
CA-2017-102981,06/09/2017,MO-17500,Consumer,United States,New York City,New York,FUR-BO-10001811,Furniture,Bookcases,722.352
CA-2018-115651,09/07/2018,NS-18640,Corporate,United States,Chicago,Illinois,OFF-AR-10001130,Office Supplies,Art,8.84
CA-2018-115651,09/07/2018,NS-18640,Corporate,United States,Chicago,Illinois,OFF-AP-10000055,Office Supplies,Appliances,58.464
CA-2018-152702,12/10/2018,SN-20710,Home Office,United States,Rockford,Illinois,FUR-CH-10002304,Furniture,Chairs,254.604
CA-2017-169103,08/03/2017,ZC-21910,Consumer,United States,Miami,Florida,TEC-PH-10001530,Technology,Phones,1363.96
CA-2017-169103,08/03/2017,ZC-21910,Consumer,United States,Miami,Florida,FUR-FU-10004006,Furniture,Furnishings,102.36
CA-2015-139192,27/05/2015,LC-16885,Consumer,United States,San Francisco,California,TEC-PH-10000486,Technology,Phones,1113.504
CA-2015-139192,27/05/2015,LC-16885,Consumer,United States,San Francisco,California,TEC-AC-10001606,Technology,Accessories,99.99
US-2016-153500,03/07/2016,DG-13300,Corporate,United States,Philadelphia,Pennsylvania,FUR-FU-10000293,Furniture,Furnishings,168.464
US-2016-153500,03/07/2016,DG-13300,Corporate,United States,Philadelphia,Pennsylvania,OFF-PA-10001307,Office Supplies,Paper,6.72
US-2016-153500,03/07/2016,DG-13300,Corporate,United States,Philadelphia,Pennsylvania,FUR-FU-10004460,Furniture,Furnishings,282.888
CA-2016-110667,04/04/2016,NF-18595,Home Office,United States,New York City,New York,OFF-AR-10000716,Office Supplies,Art,11.16
CA-2016-110667,04/04/2016,NF-18595,Home Office,United States,New York City,New York,FUR-FU-10004622,Furniture,Furnishings,108.4
CA-2016-110667,04/04/2016,NF-18595,Home Office,United States,New York City,New York,OFF-BI-10002735,Office Supplies,Binders,82.344
CA-2016-110667,04/04/2016,NF-18595,Home Office,United States,New York City,New York,OFF-BI-10003529,Office Supplies,Binders,9.088
CA-2018-167150,10/12/2018,BP-11185,Corporate,United States,San Diego,California,OFF-BI-10001097,Office Supplies,Binders,19.936
CA-2018-167150,10/12/2018,BP-11185,Corporate,United States,San Diego,California,OFF-BI-10001597,Office Supplies,Binders,65.568
CA-2017-105284,24/11/2017,MG-17650,Home Office,United States,Philadelphia,Pennsylvania,OFF-FA-10001754,Office Supplies,Fasteners,4.416
US-2016-125374,23/03/2016,JD-16060,Consumer,United States,Houston,Texas,FUR-CH-10003396,Furniture,Chairs,107.772
CA-2016-161263,16/04/2016,TS-21160,Corporate,United States,Toledo,Ohio,OFF-AP-10002350,Office Supplies,Appliances,45.216
CA-2016-161263,16/04/2016,TS-21160,Corporate,United States,Toledo,Ohio,OFF-FA-10004838,Office Supplies,Fasteners,10.416
CA-2016-161263,16/04/2016,TS-21160,Corporate,United States,Toledo,Ohio,OFF-AR-10004757,Office Supplies,Art,7.872
CA-2016-161263,16/04/2016,TS-21160,Corporate,United States,Toledo,Ohio,TEC-PH-10002115,Technology,Phones,118.782
CA-2016-161263,16/04/2016,TS-21160,Corporate,United States,Toledo,Ohio,OFF-FA-10003059,Office Supplies,Fasteners,1.448
CA-2016-161263,16/04/2016,TS-21160,Corporate,United States,Toledo,Ohio,OFF-BI-10004330,Office Supplies,Binders,55.47
CA-2017-157686,01/10/2017,BD-11620,Consumer,United States,San Francisco,California,FUR-CH-10001146,Furniture,Chairs,194.848
US-2018-139955,28/09/2018,CM-12160,Consumer,United States,Brownsville,Texas,OFF-SU-10001935,Office Supplies,Supplies,1.744
US-2016-150161,25/07/2016,RB-19795,Home Office,United States,Philadelphia,Pennsylvania,OFF-BI-10001524,Office Supplies,Binders,25.176
CA-2016-144652,20/11/2016,SN-20560,Home Office,United States,Los Angeles,California,OFF-AR-10003732,Office Supplies,Art,19.46
CA-2017-152814,28/04/2017,EH-14005,Home Office,United States,Denver,Colorado,OFF-PA-10001970,Office Supplies,Paper,29.472
CA-2018-106943,14/11/2018,FO-14305,Consumer,United States,New York City,New York,OFF-BI-10003669,Office Supplies,Binders,8.64
CA-2017-134348,12/11/2017,MS-17710,Consumer,United States,Mesa,Arizona,OFF-BI-10003727,Office Supplies,Binders,6.27
CA-2017-134348,12/11/2017,MS-17710,Consumer,United States,Mesa,Arizona,OFF-BI-10004967,Office Supplies,Binders,4.368
CA-2017-134348,12/11/2017,MS-17710,Consumer,United States,Mesa,Arizona,TEC-AC-10003447,Technology,Accessories,31.984
CA-2017-161781,29/09/2017,CC-12100,Home Office,United States,Columbus,Indiana,OFF-AR-10000255,Office Supplies,Art,40.88
CA-2018-132521,23/09/2018,DW-13540,Consumer,United States,Seattle,Washington,OFF-AP-10002191,Office Supplies,Appliances,119.96
CA-2018-132521,23/09/2018,DW-13540,Consumer,United States,Seattle,Washington,OFF-ST-10001325,Office Supplies,Storage,31.44
CA-2018-132521,23/09/2018,DW-13540,Consumer,United States,Seattle,Washington,OFF-BI-10000404,Office Supplies,Binders,6.88
CA-2016-110016,29/11/2016,BT-11395,Corporate,United States,Detroit,Michigan,OFF-PA-10000349,Office Supplies,Paper,19.92
CA-2016-110016,29/11/2016,BT-11395,Corporate,United States,Detroit,Michigan,FUR-CH-10002880,Furniture,Chairs,1106.91
US-2017-143819,01/03/2017,KD-16270,Consumer,United States,Yonkers,New York,FUR-TA-10001095,Furniture,Tables,836.592
US-2017-143819,01/03/2017,KD-16270,Consumer,United States,Yonkers,New York,OFF-PA-10003127,Office Supplies,Paper,26.38
US-2017-143819,01/03/2017,KD-16270,Consumer,United States,Yonkers,New York,OFF-ST-10003208,Office Supplies,Storage,362.92
US-2017-143819,01/03/2017,KD-16270,Consumer,United States,Yonkers,New York,TEC-MA-10003979,Technology,Machines,4899.93
CA-2017-167584,12/08/2017,LC-16870,Consumer,United States,Des Moines,Iowa,OFF-PA-10000029,Office Supplies,Paper,6.48
CA-2017-166163,15/08/2017,CY-12745,Corporate,United States,Oakland,California,TEC-PH-10004896,Technology,Phones,71.976
CA-2017-166163,15/08/2017,CY-12745,Corporate,United States,Oakland,California,OFF-LA-10000452,Office Supplies,Labels,3.15
CA-2018-158407,04/06/2018,LW-16990,Corporate,United States,Monroe,North Carolina,FUR-FU-10001967,Furniture,Furnishings,31.984
CA-2018-158407,04/06/2018,LW-16990,Corporate,United States,Monroe,North Carolina,TEC-PH-10001819,Technology,Phones,71.984
CA-2016-143490,06/12/2016,NP-18325,Consumer,United States,San Diego,California,OFF-AR-10002952,Office Supplies,Art,120.15
CA-2016-143490,06/12/2016,NP-18325,Consumer,United States,San Diego,California,TEC-PH-10000576,Technology,Phones,219.184
CA-2016-165085,27/12/2016,BT-11485,Home Office,United States,Clinton,Maryland,OFF-PA-10000605,Office Supplies,Paper,28.9
CA-2016-165085,27/12/2016,BT-11485,Home Office,United States,Clinton,Maryland,OFF-AP-10002518,Office Supplies,Appliances,355.96
CA-2018-160423,21/01/2018,PS-19045,Home Office,United States,Charlotte,North Carolina,OFF-ST-10004340,Office Supplies,Storage,348.208
CA-2018-160423,21/01/2018,PS-19045,Home Office,United States,Charlotte,North Carolina,OFF-BI-10004001,Office Supplies,Binders,35.784
CA-2015-159338,25/06/2015,NS-18640,Corporate,United States,Los Angeles,California,FUR-TA-10004147,Furniture,Tables,447.84
CA-2017-107216,14/06/2017,PV-18985,Home Office,United States,San Francisco,California,OFF-AR-10001545,Office Supplies,Art,7.04
CA-2017-107216,14/06/2017,PV-18985,Home Office,United States,San Francisco,California,FUR-FU-10000206,Furniture,Furnishings,8.73
CA-2017-107216,14/06/2017,PV-18985,Home Office,United States,San Francisco,California,TEC-AC-10001013,Technology,Accessories,29.29
CA-2017-107216,14/06/2017,PV-18985,Home Office,United States,San Francisco,California,OFF-AR-10002255,Office Supplies,Art,8.64
US-2018-145863,21/04/2018,RP-19390,Consumer,United States,Houston,Texas,OFF-BI-10004140,Office Supplies,Binders,2.694
US-2018-145863,21/04/2018,RP-19390,Consumer,United States,Houston,Texas,OFF-BI-10002049,Office Supplies,Binders,2.934
CA-2017-112340,21/10/2017,NM-18520,Consumer,United States,Riverside,California,OFF-PA-10001892,Office Supplies,Paper,22.92
US-2017-110156,19/11/2017,EH-13945,Consumer,United States,Houston,Texas,OFF-ST-10000642,Office Supplies,Storage,100.704
US-2017-110156,19/11/2017,EH-13945,Consumer,United States,Houston,Texas,FUR-FU-10000206,Furniture,Furnishings,2.328
US-2017-110156,19/11/2017,EH-13945,Consumer,United States,Houston,Texas,OFF-BI-10003676,Office Supplies,Binders,10.78
US-2017-110156,19/11/2017,EH-13945,Consumer,United States,Houston,Texas,OFF-FA-10003495,Office Supplies,Fasteners,58.368
US-2017-110156,19/11/2017,EH-13945,Consumer,United States,Houston,Texas,OFF-EN-10003798,Office Supplies,Envelopes,40.968
US-2017-110156,19/11/2017,EH-13945,Consumer,United States,Houston,Texas,TEC-PH-10003589,Technology,Phones,71.96
US-2017-110156,19/11/2017,EH-13945,Consumer,United States,Houston,Texas,OFF-PA-10004735,Office Supplies,Paper,10.368
US-2017-110156,19/11/2017,EH-13945,Consumer,United States,Houston,Texas,OFF-BI-10002609,Office Supplies,Binders,1.192
CA-2018-140585,18/12/2018,RA-19915,Consumer,United States,Encinitas,California,OFF-BI-10003364,Office Supplies,Binders,46.672
CA-2018-140585,18/12/2018,RA-19915,Consumer,United States,Encinitas,California,FUR-BO-10002206,Furniture,Bookcases,119.833
CA-2018-140585,18/12/2018,RA-19915,Consumer,United States,Encinitas,California,TEC-AC-10003610,Technology,Accessories,119.98
CA-2017-144855,22/07/2017,DL-13495,Corporate,United States,San Francisco,California,OFF-LA-10003766,Office Supplies,Labels,6.3
CA-2016-142755,04/09/2016,CS-12355,Consumer,United States,Roswell,Georgia,OFF-PA-10001970,Office Supplies,Paper,279.9
CA-2016-142755,04/09/2016,CS-12355,Consumer,United States,Roswell,Georgia,TEC-AC-10002049,Technology,Accessories,619.95
CA-2016-142755,04/09/2016,CS-12355,Consumer,United States,Roswell,Georgia,OFF-PA-10000141,Office Supplies,Paper,4.36
CA-2016-142755,04/09/2016,CS-12355,Consumer,United States,Roswell,Georgia,OFF-EN-10004459,Office Supplies,Envelopes,15.28
US-2015-147627,20/01/2015,HL-15040,Consumer,United States,Jonesboro,Arkansas,TEC-PH-10001061,Technology,Phones,699.93
US-2015-147627,20/01/2015,HL-15040,Consumer,United States,Jonesboro,Arkansas,OFF-AR-10002375,Office Supplies,Art,22.96
US-2015-147627,20/01/2015,HL-15040,Consumer,United States,Jonesboro,Arkansas,FUR-FU-10003194,Furniture,Furnishings,38.6
US-2015-147627,20/01/2015,HL-15040,Consumer,United States,Jonesboro,Arkansas,OFF-AR-10003811,Office Supplies,Art,6.63
US-2015-147627,20/01/2015,HL-15040,Consumer,United States,Jonesboro,Arkansas,OFF-EN-10001539,Office Supplies,Envelopes,23.34
US-2015-147627,20/01/2015,HL-15040,Consumer,United States,Jonesboro,Arkansas,FUR-CH-10002331,Furniture,Chairs,1067.94
CA-2016-105970,02/03/2016,PA-19060,Home Office,United States,Richmond,Indiana,OFF-AR-10003156,Office Supplies,Art,10.16
CA-2016-105970,02/03/2016,PA-19060,Home Office,United States,Richmond,Indiana,OFF-EN-10001532,Office Supplies,Envelopes,101.88
CA-2017-112102,12/04/2017,BD-11605,Consumer,United States,Springfield,Virginia,FUR-TA-10004086,Furniture,Tables,343.92
CA-2017-112102,12/04/2017,BD-11605,Consumer,United States,Springfield,Virginia,OFF-PA-10000100,Office Supplies,Paper,40.99
CA-2017-112102,12/04/2017,BD-11605,Consumer,United States,Springfield,Virginia,OFF-EN-10002500,Office Supplies,Envelopes,63.9
US-2017-114776,06/12/2017,GG-14650,Corporate,United States,Antioch,California,OFF-PA-10004100,Office Supplies,Paper,19.44
US-2017-134908,05/06/2017,JS-15940,Home Office,United States,Philadelphia,Pennsylvania,OFF-ST-10003479,Office Supplies,Storage,124.608
US-2017-134908,05/06/2017,JS-15940,Home Office,United States,Philadelphia,Pennsylvania,OFF-LA-10000973,Office Supplies,Labels,7.56
US-2017-148803,11/12/2017,LR-16915,Consumer,United States,Homestead,Florida,OFF-ST-10001476,Office Supplies,Storage,85.224
CA-2017-152170,12/11/2017,FH-14275,Corporate,United States,La Porte,Indiana,OFF-EN-10002831,Office Supplies,Envelopes,287.52
CA-2017-152170,12/11/2017,FH-14275,Corporate,United States,La Porte,Indiana,OFF-AP-10002350,Office Supplies,Appliances,37.68
CA-2017-152170,12/11/2017,FH-14275,Corporate,United States,La Porte,Indiana,OFF-PA-10001763,Office Supplies,Paper,19.98
CA-2017-152170,12/11/2017,FH-14275,Corporate,United States,La Porte,Indiana,OFF-AR-10003394,Office Supplies,Art,20.58
CA-2017-152170,12/11/2017,FH-14275,Corporate,United States,La Porte,Indiana,OFF-BI-10002072,Office Supplies,Binders,17.38
CA-2015-146969,29/09/2015,AP-10915,Consumer,United States,Los Angeles,California,FUR-FU-10004188,Furniture,Furnishings,204.6
CA-2015-146969,29/09/2015,AP-10915,Consumer,United States,Los Angeles,California,OFF-FA-10001561,Office Supplies,Fasteners,8.72
CA-2015-146969,29/09/2015,AP-10915,Consumer,United States,Los Angeles,California,OFF-PA-10002105,Office Supplies,Paper,6.48
CA-2015-146969,29/09/2015,AP-10915,Consumer,United States,Los Angeles,California,TEC-MA-10004241,Technology,Machines,686.32
CA-2015-146969,29/09/2015,AP-10915,Consumer,United States,Los Angeles,California,OFF-ST-10004340,Office Supplies,Storage,62.18
CA-2016-112452,04/04/2016,NC-18340,Consumer,United States,Lansing,Michigan,OFF-AP-10003849,Office Supplies,Appliances,644.076
CA-2016-112452,04/04/2016,NC-18340,Consumer,United States,Lansing,Michigan,OFF-FA-10000735,Office Supplies,Fasteners,5.84
CA-2016-112452,04/04/2016,NC-18340,Consumer,United States,Lansing,Michigan,OFF-BI-10003350,Office Supplies,Binders,12.76
CA-2016-112452,04/04/2016,NC-18340,Consumer,United States,Lansing,Michigan,TEC-PH-10000307,Technology,Phones,10.95
CA-2016-112452,04/04/2016,NC-18340,Consumer,United States,Lansing,Michigan,TEC-CO-10004202,Technology,Copiers,599.98
CA-2016-113971,08/05/2016,CB-12535,Corporate,United States,Cuyahoga Falls,Ohio,FUR-FU-10001852,Furniture,Furnishings,8.352
CA-2017-160395,31/12/2017,KL-16555,Corporate,United States,Reno,Nevada,OFF-AR-10003759,Office Supplies,Art,3.64
CA-2017-160395,31/12/2017,KL-16555,Corporate,United States,Reno,Nevada,OFF-BI-10003984,Office Supplies,Binders,159.768
CA-2015-136567,20/12/2015,PS-19045,Home Office,United States,Harrisonburg,Virginia,OFF-ST-10004337,Office Supplies,Storage,122.48
CA-2015-136567,20/12/2015,PS-19045,Home Office,United States,Harrisonburg,Virginia,FUR-TA-10001932,Furniture,Tables,2244.48
CA-2015-136567,20/12/2015,PS-19045,Home Office,United States,Harrisonburg,Virginia,OFF-BI-10003982,Office Supplies,Binders,62.31
CA-2015-136567,20/12/2015,PS-19045,Home Office,United States,Harrisonburg,Virginia,FUR-TA-10000617,Furniture,Tables,455.1
CA-2017-149314,02/07/2017,GB-14530,Corporate,United States,Los Angeles,California,FUR-CH-10002126,Furniture,Chairs,195.184
CA-2018-147039,29/06/2018,AA-10315,Consumer,United States,Minneapolis,Minnesota,OFF-AP-10000576,Office Supplies,Appliances,362.94
CA-2018-147039,29/06/2018,AA-10315,Consumer,United States,Minneapolis,Minnesota,OFF-BI-10004654,Office Supplies,Binders,11.54
CA-2015-126522,01/09/2015,LT-16765,Consumer,United States,Escondido,California,OFF-AR-10004042,Office Supplies,Art,53.94
CA-2015-127964,03/03/2015,AP-10720,Home Office,United States,New York City,New York,TEC-PH-10004700,Technology,Phones,9.99
CA-2015-127964,03/03/2015,AP-10720,Home Office,United States,New York City,New York,OFF-BI-10004593,Office Supplies,Binders,125.76
CA-2015-127964,03/03/2015,AP-10720,Home Office,United States,New York City,New York,OFF-BI-10003429,Office Supplies,Binders,25.32
CA-2015-117709,04/05/2015,PM-18940,Consumer,United States,Jackson,Michigan,OFF-BI-10001294,Office Supplies,Binders,46.8
CA-2016-125416,02/11/2016,KC-16540,Consumer,United States,Seattle,Washington,TEC-AC-10001552,Technology,Accessories,447.93
CA-2018-145226,08/12/2018,DL-13315,Consumer,United States,New York City,New York,FUR-FU-10004952,Furniture,Furnishings,109.48
CA-2018-145226,08/12/2018,DL-13315,Consumer,United States,New York City,New York,OFF-ST-10004123,Office Supplies,Storage,272.94
CA-2018-145226,08/12/2018,DL-13315,Consumer,United States,New York City,New York,OFF-PA-10003172,Office Supplies,Paper,19.44
CA-2018-145226,08/12/2018,DL-13315,Consumer,United States,New York City,New York,OFF-ST-10002352,Office Supplies,Storage,31.92
US-2015-100279,10/03/2015,SW-20275,Consumer,United States,Royal Oak,Michigan,OFF-PA-10002259,Office Supplies,Paper,22.38
CA-2015-158064,21/04/2015,AA-10375,Consumer,United States,Los Angeles,California,OFF-BI-10002976,Office Supplies,Binders,16.52
US-2016-104430,22/10/2016,LT-17110,Consumer,United States,Bloomington,Illinois,OFF-BI-10000301,Office Supplies,Binders,5.176
CA-2016-132080,22/08/2016,DP-13105,Corporate,United States,New York City,New York,OFF-BI-10003694,Office Supplies,Binders,50.112
CA-2017-161207,29/08/2017,AB-10060,Home Office,United States,Concord,New Hampshire,OFF-SU-10000381,Office Supplies,Supplies,27.93
CA-2015-120243,27/12/2015,AT-10435,Home Office,United States,Los Angeles,California,OFF-LA-10004425,Office Supplies,Labels,11.56
CA-2017-113621,01/12/2017,JE-15745,Consumer,United States,Rockville,Maryland,FUR-CH-10001270,Furniture,Chairs,172.5
CA-2017-113621,01/12/2017,JE-15745,Consumer,United States,Rockville,Maryland,TEC-PH-10003931,Technology,Phones,179.97
CA-2017-168081,24/04/2017,CA-12055,Home Office,United States,Houston,Texas,TEC-AC-10003174,Technology,Accessories,258.696
CA-2015-128146,21/06/2015,DB-13060,Consumer,United States,Lakewood,New Jersey,TEC-PH-10004539,Technology,Phones,1322.93
CA-2015-128146,21/06/2015,DB-13060,Consumer,United States,Lakewood,New Jersey,OFF-AR-10001919,Office Supplies,Art,3.76
CA-2018-138779,14/01/2018,RB-19570,Consumer,United States,Jacksonville,North Carolina,OFF-EN-10002504,Office Supplies,Envelopes,21.744
CA-2018-138779,14/01/2018,RB-19570,Consumer,United States,Jacksonville,North Carolina,TEC-PH-10003655,Technology,Phones,7.92
CA-2015-127131,24/11/2015,HR-14830,Corporate,United States,Seattle,Washington,OFF-BI-10004656,Office Supplies,Binders,12.096
CA-2015-127131,24/11/2015,HR-14830,Corporate,United States,Seattle,Washington,OFF-ST-10002344,Office Supplies,Storage,485.88
CA-2015-127131,24/11/2015,HR-14830,Corporate,United States,Seattle,Washington,OFF-PA-10001800,Office Supplies,Paper,25.92
CA-2015-127131,24/11/2015,HR-14830,Corporate,United States,Seattle,Washington,OFF-ST-10000036,Office Supplies,Storage,197.58
CA-2018-117212,26/02/2018,BT-11530,Home Office,United States,Los Angeles,California,OFF-AP-10004532,Office Supplies,Appliances,81.92
CA-2018-117212,26/02/2018,BT-11530,Home Office,United States,Los Angeles,California,TEC-PH-10004447,Technology,Phones,889.536
CA-2018-117212,26/02/2018,BT-11530,Home Office,United States,Los Angeles,California,FUR-CH-10003973,Furniture,Chairs,892.224
CA-2018-117212,26/02/2018,BT-11530,Home Office,United States,Los Angeles,California,OFF-PA-10001970,Office Supplies,Paper,223.92
CA-2018-117212,26/02/2018,BT-11530,Home Office,United States,Los Angeles,California,OFF-PA-10000682,Office Supplies,Paper,23.12
US-2016-130519,15/09/2016,NG-18355,Corporate,United States,Coral Springs,Florida,OFF-PA-10001937,Office Supplies,Paper,15.552
US-2016-130519,15/09/2016,NG-18355,Corporate,United States,Coral Springs,Florida,FUR-FU-10002268,Furniture,Furnishings,15.712
US-2016-130519,15/09/2016,NG-18355,Corporate,United States,Coral Springs,Florida,OFF-ST-10001321,Office Supplies,Storage,24.672
US-2016-130519,15/09/2016,NG-18355,Corporate,United States,Coral Springs,Florida,FUR-FU-10003394,Furniture,Furnishings,55.968
CA-2017-130946,08/04/2017,ZC-21910,Consumer,United States,Houston,Texas,TEC-AC-10001990,Technology,Accessories,431.928
CA-2017-130946,08/04/2017,ZC-21910,Consumer,United States,Houston,Texas,FUR-CH-10004540,Furniture,Chairs,95.984
CA-2017-130946,08/04/2017,ZC-21910,Consumer,United States,Houston,Texas,OFF-BI-10004995,Office Supplies,Binders,1088.792
CA-2017-114727,18/07/2017,LS-16945,Corporate,United States,Denver,Colorado,FUR-CH-10002335,Furniture,Chairs,544.008
CA-2017-114727,18/07/2017,LS-16945,Corporate,United States,Denver,Colorado,OFF-BI-10004967,Office Supplies,Binders,1.872
CA-2017-114727,18/07/2017,LS-16945,Corporate,United States,Denver,Colorado,FUR-CH-10002331,Furniture,Chairs,854.352
CA-2017-114727,18/07/2017,LS-16945,Corporate,United States,Denver,Colorado,OFF-ST-10002292,Office Supplies,Storage,593.568
CA-2017-114727,18/07/2017,LS-16945,Corporate,United States,Denver,Colorado,OFF-ST-10000689,Office Supplies,Storage,338.04
CA-2018-133235,01/08/2018,LH-16750,Consumer,United States,Charlotte,North Carolina,TEC-PH-10002660,Technology,Phones,271.96
CA-2017-137050,14/07/2017,SW-20755,Corporate,United States,New York City,New York,OFF-ST-10004634,Office Supplies,Storage,11.21
CA-2017-137050,14/07/2017,SW-20755,Corporate,United States,New York City,New York,OFF-BI-10002160,Office Supplies,Binders,9.144
CA-2017-137050,14/07/2017,SW-20755,Corporate,United States,New York City,New York,OFF-FA-10002988,Office Supplies,Fasteners,14.07
CA-2017-137050,14/07/2017,SW-20755,Corporate,United States,New York City,New York,OFF-AR-10004999,Office Supplies,Art,41.86
CA-2017-137050,14/07/2017,SW-20755,Corporate,United States,New York City,New York,OFF-BI-10001031,Office Supplies,Binders,8.544
CA-2017-137050,14/07/2017,SW-20755,Corporate,United States,New York City,New York,FUR-BO-10004695,Furniture,Bookcases,579.136
US-2018-118087,09/09/2018,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,FUR-CH-10004860,Furniture,Chairs,141.372
US-2018-118087,09/09/2018,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,OFF-BI-10002432,Office Supplies,Binders,3.036
US-2018-118087,09/09/2018,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,OFF-BI-10000069,Office Supplies,Binders,4.503
US-2018-118087,09/09/2018,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,OFF-AR-10003602,Office Supplies,Art,4.672
US-2018-118087,09/09/2018,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,TEC-AC-10004469,Technology,Accessories,95.88
US-2018-118087,09/09/2018,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,FUR-FU-10001867,Furniture,Furnishings,17.024
US-2018-118087,09/09/2018,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,TEC-AC-10003174,Technology,Accessories,258.696
US-2018-118087,09/09/2018,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,TEC-PH-10002200,Technology,Phones,1931.958
CA-2015-110184,12/07/2015,BF-11170,Home Office,United States,Los Angeles,California,OFF-ST-10000107,Office Supplies,Storage,249.75
CA-2015-110184,12/07/2015,BF-11170,Home Office,United States,Los Angeles,California,TEC-PH-10000439,Technology,Phones,255.936
CA-2017-126004,04/12/2017,BM-11140,Consumer,United States,New York City,New York,FUR-FU-10001602,Furniture,Furnishings,113.79
CA-2017-126004,04/12/2017,BM-11140,Consumer,United States,New York City,New York,TEC-AC-10001432,Technology,Accessories,78.15
CA-2017-126004,04/12/2017,BM-11140,Consumer,United States,New York City,New York,OFF-BI-10004656,Office Supplies,Binders,1.728
CA-2017-126004,04/12/2017,BM-11140,Consumer,United States,New York City,New York,OFF-PA-10001685,Office Supplies,Paper,40.56
CA-2017-126004,04/12/2017,BM-11140,Consumer,United States,New York City,New York,OFF-ST-10001418,Office Supplies,Storage,182.94
CA-2017-126004,04/12/2017,BM-11140,Consumer,United States,New York City,New York,OFF-ST-10000676,Office Supplies,Storage,193.86
CA-2018-100013,06/11/2018,ZC-21910,Consumer,United States,Los Angeles,California,OFF-EN-10001219,Office Supplies,Envelopes,15.28
CA-2018-100013,06/11/2018,ZC-21910,Consumer,United States,Los Angeles,California,FUR-FU-10001424,Furniture,Furnishings,8.73
CA-2018-100013,06/11/2018,ZC-21910,Consumer,United States,Los Angeles,California,OFF-AR-10001022,Office Supplies,Art,5.68
CA-2016-132570,31/10/2016,KT-16480,Consumer,United States,Buffalo,New York,OFF-AR-10000369,Office Supplies,Art,2.78
CA-2016-132570,31/10/2016,KT-16480,Consumer,United States,Buffalo,New York,OFF-EN-10003055,Office Supplies,Envelopes,79.96
CA-2017-153682,30/05/2017,BG-11695,Corporate,United States,Cincinnati,Ohio,TEC-CO-10001046,Technology,Copiers,839.988
CA-2017-144344,28/10/2017,PG-18820,Consumer,United States,Boynton Beach,Florida,FUR-FU-10000076,Furniture,Furnishings,47.952
CA-2017-144344,28/10/2017,PG-18820,Consumer,United States,Boynton Beach,Florida,OFF-BI-10003719,Office Supplies,Binders,37.425
CA-2017-144344,28/10/2017,PG-18820,Consumer,United States,Boynton Beach,Florida,FUR-FU-10003268,Furniture,Furnishings,63.968
CA-2017-144344,28/10/2017,PG-18820,Consumer,United States,Boynton Beach,Florida,FUR-FU-10003553,Furniture,Furnishings,165.048
CA-2015-127012,11/08/2015,GM-14680,Consumer,United States,Seattle,Washington,FUR-FU-10003691,Furniture,Furnishings,12.35
CA-2015-127012,11/08/2015,GM-14680,Consumer,United States,Seattle,Washington,OFF-AR-10003903,Office Supplies,Art,40.97
CA-2015-127012,11/08/2015,GM-14680,Consumer,United States,Seattle,Washington,OFF-FA-10004854,Office Supplies,Fasteners,22.96
CA-2017-128727,29/08/2017,MO-17800,Home Office,United States,New York City,New York,TEC-PH-10003442,Technology,Phones,22
US-2017-162859,15/02/2017,PG-18820,Consumer,United States,New York City,New York,OFF-BI-10004519,Office Supplies,Binders,398.352
US-2017-162859,15/02/2017,PG-18820,Consumer,United States,New York City,New York,OFF-FA-10000304,Office Supplies,Fasteners,8.72
CA-2018-133641,14/05/2018,EJ-14155,Consumer,United States,Gulfport,Mississippi,OFF-EN-10004955,Office Supplies,Envelopes,48.69
CA-2015-168494,12/12/2015,NP-18700,Consumer,United States,Fresno,California,FUR-TA-10004619,Furniture,Tables,764.688
